IntrogressionID	PGI	P3	Sub	GroupBySubspecies	GroupBySubcontinent
LR047	0.06895290663873178	FT	B	Landrace	LR_CSA
LR047	0.08359252978875976	WE	A	Landrace	LR_CSA
LR047	0.04637766750234898	WE	B	Landrace	LR_CSA
LR048	0.053227863612672295	AT	D	Landrace	LR_CSA
LR048	0.07377511936448786	DE	A	Landrace	LR_CSA
LR048	0.07657404728269361	DE	B	Landrace	LR_CSA
LR048	0.06953671614674549	FT	A	Landrace	LR_CSA
LR048	0.06749181184591935	FT	B	Landrace	LR_CSA
LR048	0.08163848396420521	WE	A	Landrace	LR_CSA
LR048	0.05090267719666223	WE	B	Landrace	LR_CSA
LR049	0.065502912352943	AT	D	Landrace	LR_CSA
LR049	0.08485648342279717	DE	A	Landrace	LR_CSA
LR049	0.09852835013564448	DE	B	Landrace	LR_CSA
LR049	0.0652006441286245	FT	A	Landrace	LR_CSA
LR049	0.07620426219575045	FT	B	Landrace	LR_CSA
LR049	0.08840041654011643	WE	A	Landrace	LR_CSA
LR049	0.05574889602910531	WE	B	Landrace	LR_CSA
LR050	0.0621702752657398	AT	D	Landrace	LR_CSA
LR050	0.06656445625347843	DE	A	Landrace	LR_CSA
LR050	0.07677473708937209	DE	B	Landrace	LR_CSA
LR050	0.08006387618837874	FT	A	Landrace	LR_CSA
LR050	0.07554107284790758	FT	B	Landrace	LR_CSA
LR050	0.06427827368926417	WE	A	Landrace	LR_CSA
LR050	0.05277109072889634	WE	B	Landrace	LR_CSA
LR051	0.058965466870936664	AT	D	Landrace	LR_CSA
LR051	0.08239143445023271	DE	A	Landrace	LR_CSA
LR051	0.09477485598259602	DE	B	Landrace	LR_CSA
LR051	0.07321264978677257	FT	A	Landrace	LR_CSA
LR051	0.07109857363074132	FT	B	Landrace	LR_CSA
LR051	0.08030480256390814	WE	A	Landrace	LR_CSA
LR051	0.048904284683642905	WE	B	Landrace	LR_CSA
LR052	0.05357665425754497	AT	D	Landrace	LR_CSA
LR052	0.09271994073291119	DE	A	Landrace	LR_CSA
LR052	0.11129623724625083	DE	B	Landrace	LR_CSA
LR052	0.10404437221424138	FT	A	Landrace	LR_CSA
LR052	0.07965090761644175	FT	B	Landrace	LR_CSA
LR052	0.055531622333211364	WE	A	Landrace	LR_CSA
LR052	0.05308416459665447	WE	B	Landrace	LR_CSA
LR053	0.05989871503534745	AT	D	Landrace	LR_CSA
LR053	0.08890453325590769	DE	A	Landrace	LR_CSA
LR053	0.09542367216651897	DE	B	Landrace	LR_CSA
LR053	0.08692383811758025	FT	A	Landrace	LR_CSA
LR053	0.07779046818851021	FT	B	Landrace	LR_CSA
LR053	0.0696514030275649	WE	A	Landrace	LR_CSA
LR053	0.055780535733423446	WE	B	Landrace	LR_CSA
LR054	0.05033340566741474	AT	D	Landrace	LR_CSA
LR054	0.08582909026086219	DE	A	Landrace	LR_CSA
LR054	0.10775557932170449	DE	B	Landrace	LR_CSA
LR054	0.11082250854581147	FT	A	Landrace	LR_CSA
LR054	0.09259993038779284	FT	B	Landrace	LR_CSA
LR054	0.055167546216372966	WE	A	Landrace	LR_CSA
LR054	0.051466865667861135	WE	B	Landrace	LR_CSA
LR055	0.04918495865235726	AT	D	Landrace	LR_EA
LR055	0.08023354247728991	DE	A	Landrace	LR_EA
LR055	0.08568421391232174	DE	B	Landrace	LR_EA
LR055	0.07308320314360806	FT	A	Landrace	LR_EA
LR055	0.08047795331466519	FT	B	Landrace	LR_EA
LR055	0.06785805886901972	WE	A	Landrace	LR_EA
LR055	0.05901609402230494	WE	B	Landrace	LR_EA
LR056	0.061700131752498666	AT	D	Landrace	LR_EA
LR056	0.06985413123227181	DE	A	Landrace	LR_EA
LR056	0.09086120207529376	DE	B	Landrace	LR_EA
LR056	0.06886130314389932	FT	A	Landrace	LR_EA
LR056	0.061872751287299764	FT	B	Landrace	LR_EA
LR056	0.10084344465297072	WE	A	Landrace	LR_EA
LR056	0.06949027492254325	WE	B	Landrace	LR_EA
LR057	0.046884753080619096	AT	D	Landrace	LR_EA
LR057	0.05188219235138656	DE	A	Landrace	LR_EA
LR057	0.06404092225919038	DE	B	Landrace	LR_EA
LR057	0.08049929469157974	FT	A	Landrace	LR_EA
LR057	0.07179001657228462	FT	B	Landrace	LR_EA
LR057	0.04778171574344094	WE	A	Landrace	LR_EA
LR057	0.0501633510143344	WE	B	Landrace	LR_EA
LR058	0.07044752369675619	AT	D	Landrace	LR_EA
LR058	0.07690835725697537	DE	A	Landrace	LR_EA
LR058	0.09365276398309626	DE	B	Landrace	LR_EA
LR058	0.0704450496458294	FT	A	Landrace	LR_EA
LR058	0.06353749030400602	FT	B	Landrace	LR_EA
LR058	0.0846711922294638	WE	A	Landrace	LR_EA
LR058	0.06595251906536169	WE	B	Landrace	LR_EA
LR059	0.05785100800099675	AT	D	Landrace	LR_EA
LR059	0.0802755086385866	DE	A	Landrace	LR_EA
LR059	0.09362846765780226	DE	B	Landrace	LR_EA
LR059	0.09045557973810338	FT	A	Landrace	LR_EA
LR059	0.07045139003859469	FT	B	Landrace	LR_EA
LR059	0.06333321617502302	WE	A	Landrace	LR_EA
LR059	0.06220594162490446	WE	B	Landrace	LR_EA
LR060	0.061992770328683534	AT	D	Landrace	LR_EA
LR060	0.07870338081307128	DE	A	Landrace	LR_EA
LR060	0.08854292959521404	DE	B	Landrace	LR_EA
LR060	0.08095411088014945	FT	A	Landrace	LR_EA
LR060	0.06106945578759481	FT	B	Landrace	LR_EA
LR060	0.07428919872598376	WE	A	Landrace	LR_EA
LR060	0.06520137794243534	WE	B	Landrace	LR_EA
LR061	0.08081814671701879	AT	D	Landrace	LR_EA
LR061	0.07882103193918037	DE	A	Landrace	LR_EA
LR061	0.09355833332123055	DE	B	Landrace	LR_EA
LR061	0.07495208296082446	FT	A	Landrace	LR_EA
LR061	0.06090628854454872	FT	B	Landrace	LR_EA
LR061	0.08376716611175691	WE	A	Landrace	LR_EA
LR061	0.06807330042269169	WE	B	Landrace	LR_EA
LR062	0.048861792254614865	AT	D	Landrace	LR_EA
LR062	0.07011692903555941	DE	A	Landrace	LR_EA
LR062	0.06998231668797897	DE	B	Landrace	LR_EA
LR062	0.10113446702026464	FT	A	Landrace	LR_EA
LR062	0.07423116946870843	FT	B	Landrace	LR_EA
LR062	0.0464582233554653	WE	A	Landrace	LR_EA
LR062	0.04686438787358318	WE	B	Landrace	LR_EA
LR063	0.04519657616563576	AT	D	Landrace	LR_EA
LR063	0.08023889915746373	DE	A	Landrace	LR_EA
LR063	0.09185960520499827	DE	B	Landrace	LR_EA
LR063	0.09266510245022068	FT	A	Landrace	LR_EA
LR063	0.08250342585935433	FT	B	Landrace	LR_EA
LR063	0.0565012518328698	WE	A	Landrace	LR_EA
LR063	0.051982758680427066	WE	B	Landrace	LR_EA
LR064	0.09086200543534159	AT	D	Landrace	LR_EA
LR064	0.08104769700302124	DE	A	Landrace	LR_EA
LR064	0.09735361715369299	DE	B	Landrace	LR_EA
LR064	0.07453075613667608	FT	A	Landrace	LR_EA
LR064	0.05962837894120683	FT	B	Landrace	LR_EA
LR064	0.08728386135616549	WE	A	Landrace	LR_EA
LR064	0.07041202241868834	WE	B	Landrace	LR_EA
LR065	0.08775925997381123	AT	D	Landrace	LR_EA
LR065	0.07875503200705934	DE	A	Landrace	LR_EA
LR065	0.09502903890541123	DE	B	Landrace	LR_EA
LR065	0.07551064214933398	FT	A	Landrace	LR_EA
LR065	0.06001750694985826	FT	B	Landrace	LR_EA
LR065	0.08416144686616779	WE	A	Landrace	LR_EA
LR065	0.06928616471158598	WE	B	Landrace	LR_EA
LR066	0.052868147134485226	AT	D	Landrace	LR_EA
LR066	0.06755476210080316	DE	A	Landrace	LR_EA
LR066	0.07413086452556142	DE	B	Landrace	LR_EA
LR066	0.11623265761544353	FT	A	Landrace	LR_EA
LR066	0.07632735475273951	FT	B	Landrace	LR_EA
LR066	0.051778720580143586	WE	A	Landrace	LR_EA
LR066	0.05079183747763541	WE	B	Landrace	LR_EA
LR067	0.06235680495569953	AT	D	Landrace	LR_EA
LR067	0.07155249118778922	DE	A	Landrace	LR_EA
LR067	0.09555449008012175	DE	B	Landrace	LR_EA
LR067	0.09152152904864941	FT	A	Landrace	LR_EA
LR067	0.06689065336835445	FT	B	Landrace	LR_EA
LR067	0.0892493635694328	WE	A	Landrace	LR_EA
LR067	0.06456137551482591	WE	B	Landrace	LR_EA
LR068	0.04857988404177315	AT	D	Landrace	LR_EA
LR068	0.08022256682188468	DE	A	Landrace	LR_EA
LR068	0.09880747408765757	DE	B	Landrace	LR_EA
LR068	0.08557450653940032	FT	A	Landrace	LR_EA
LR068	0.08968662742306442	FT	B	Landrace	LR_EA
LR068	0.06359575101600488	WE	A	Landrace	LR_EA
LR068	0.051993360328710145	WE	B	Landrace	LR_EA
LR069	0.05787592376614804	AT	D	Landrace	LR_EA
LR069	0.07368705265960754	DE	A	Landrace	LR_EA
LR069	0.08958443000035343	DE	B	Landrace	LR_EA
LR069	0.07743848836652203	FT	A	Landrace	LR_EA
LR069	0.0731119560653212	FT	B	Landrace	LR_EA
LR069	0.07858119060016339	WE	A	Landrace	LR_EA
LR069	0.06415406320664976	WE	B	Landrace	LR_EA
LR070	0.06521826989746393	AT	D	Landrace	LR_EA
LR070	0.08024996960845221	DE	A	Landrace	LR_EA
LR070	0.09201190072287059	DE	B	Landrace	LR_EA
LR070	0.068364200720353	FT	A	Landrace	LR_EA
LR070	0.06803571712554517	FT	B	Landrace	LR_EA
LR070	0.07823555207852383	WE	A	Landrace	LR_EA
LR070	0.06331515654838625	WE	B	Landrace	LR_EA
LR071	0.05769125256961833	AT	D	Landrace	LR_EA
LR071	0.07368402020496741	DE	A	Landrace	LR_EA
LR071	0.08264215793998453	DE	B	Landrace	LR_EA
LR071	0.06944070481787633	FT	A	Landrace	LR_EA
LR071	0.07594158126372191	FT	B	Landrace	LR_EA
LR071	0.08207149242973319	WE	A	Landrace	LR_EA
LR071	0.045098198515633944	WE	B	Landrace	LR_EA
LR072	0.06750517379917378	AT	D	Landrace	LR_EA
LR072	0.07696548046194625	DE	A	Landrace	LR_EA
LR072	0.08730325019999977	DE	B	Landrace	LR_EA
LR072	0.07747636929375534	FT	A	Landrace	LR_EA
LR072	0.08799126562953942	FT	B	Landrace	LR_EA
LR072	0.080872505418517	WE	A	Landrace	LR_EA
LR072	0.0576926751100106	WE	B	Landrace	LR_EA
LR073	0.06582505237416832	AT	D	Landrace	LR_EA
LR073	0.07608164565053843	DE	A	Landrace	LR_EA
LR073	0.0859792291180855	DE	B	Landrace	LR_EA
LR073	0.06794784057622971	FT	A	Landrace	LR_EA
LR073	0.07127516210043915	FT	B	Landrace	LR_EA
LR073	0.07977849628244953	WE	A	Landrace	LR_EA
LR073	0.05898987743349604	WE	B	Landrace	LR_EA
LR074	0.04925093668993646	AT	D	Landrace	LR_EA
LR074	0.08967589740039004	DE	A	Landrace	LR_EA
LR074	0.09997199304940559	DE	B	Landrace	LR_EA
LR074	0.09716973103898405	FT	A	Landrace	LR_EA
LR074	0.08676158182968245	FT	B	Landrace	LR_EA
LR074	0.05602209792509782	WE	A	Landrace	LR_EA
LR074	0.05533347356480406	WE	B	Landrace	LR_EA
LR075	0.06359706153950032	AT	D	Landrace	LR_EA
LR075	0.08436302254999031	DE	A	Landrace	LR_EA
LR075	0.1000655871236021	DE	B	Landrace	LR_EA
LR075	0.07003674402911521	FT	A	Landrace	LR_EA
LR075	0.07254649729547004	FT	B	Landrace	LR_EA
LR075	0.08435006998064938	WE	A	Landrace	LR_EA
LR075	0.060307795485661314	WE	B	Landrace	LR_EA
LR076	0.05137573215920858	AT	D	Landrace	LR_EA
LR076	0.09409981018663109	DE	A	Landrace	LR_EA
LR076	0.10314529474184483	DE	B	Landrace	LR_EA
LR076	0.09814411215724247	FT	A	Landrace	LR_EA
LR076	0.08175007794963216	FT	B	Landrace	LR_EA
LR076	0.05767600618206974	WE	A	Landrace	LR_EA
LR076	0.05642133497928528	WE	B	Landrace	LR_EA
LR077	0.05717737857996907	AT	D	Landrace	LR_EA
LR077	0.07871275589272873	DE	A	Landrace	LR_EA
LR077	0.0855280156326625	DE	B	Landrace	LR_EA
LR077	0.07094795573852442	FT	A	Landrace	LR_EA
LR077	0.06520404976930672	FT	B	Landrace	LR_EA
LR077	0.07950825428965405	WE	A	Landrace	LR_EA
LR077	0.06615171378157395	WE	B	Landrace	LR_EA
LR078	0.05520819704170346	AT	D	Landrace	LR_EA
LR078	0.06556112976335562	DE	A	Landrace	LR_EA
LR078	0.08327334566072052	DE	B	Landrace	LR_EA
LR078	0.06794654369614621	FT	A	Landrace	LR_EA
LR078	0.060334642301614574	FT	B	Landrace	LR_EA
LR078	0.08830469212059955	WE	A	Landrace	LR_EA
LR078	0.06685850740560247	WE	B	Landrace	LR_EA
LR079	0.05965185324662926	AT	D	Landrace	LR_EA
LR079	0.0749888711772864	DE	A	Landrace	LR_EA
LR079	0.1031973729692165	DE	B	Landrace	LR_EA
LR079	0.08668790733895022	FT	A	Landrace	LR_EA
LR079	0.07053413085756823	FT	B	Landrace	LR_EA
LR079	0.08150948616366663	WE	A	Landrace	LR_EA
LR079	0.05746094308731728	WE	B	Landrace	LR_EA
LR080	0.05706867098316712	AT	D	Landrace	LR_EA
LR080	0.07881234942758308	DE	A	Landrace	LR_EA
LR080	0.0858295792918482	DE	B	Landrace	LR_EA
LR080	0.07469943747632155	FT	A	Landrace	LR_EA
LR080	0.08515177795477906	FT	B	Landrace	LR_EA
LR080	0.08121782326340594	WE	A	Landrace	LR_EA
LR080	0.06413279258621318	WE	B	Landrace	LR_EA
LR081	0.05346363429483433	AT	D	Landrace	LR_EA
LR081	0.06605948991802471	DE	A	Landrace	LR_EA
LR081	0.08984610490897525	DE	B	Landrace	LR_EA
LR081	0.07092053932222878	FT	A	Landrace	LR_EA
LR081	0.07955124299393743	FT	B	Landrace	LR_EA
LR081	0.0926165245420858	WE	A	Landrace	LR_EA
LR081	0.0592762670305789	WE	B	Landrace	LR_EA
LR082	0.06551390762520369	AT	D	Landrace	LR_EA
LR082	0.08209447840032628	DE	A	Landrace	LR_EA
LR082	0.09095308793046612	DE	B	Landrace	LR_EA
LR082	0.09302267891510098	FT	A	Landrace	LR_EA
LR082	0.06005974702465575	FT	B	Landrace	LR_EA
LR082	0.0696129863201132	WE	A	Landrace	LR_EA
LR082	0.0710974156957097	WE	B	Landrace	LR_EA
LR083	0.062090148310413505	AT	D	Landrace	LR_EA
LR083	0.08779519953970835	DE	A	Landrace	LR_EA
LR083	0.09176853080186095	DE	B	Landrace	LR_EA
LR083	0.07618672697271889	FT	A	Landrace	LR_EA
LR083	0.07603512379209802	FT	B	Landrace	LR_EA
LR083	0.07467757650780879	WE	A	Landrace	LR_EA
LR083	0.0578130004676164	WE	B	Landrace	LR_EA
LR084	0.04488029605981655	AT	D	Landrace	LR_EA
LR084	0.06309713847972043	DE	A	Landrace	LR_EA
LR084	0.07247565913734386	DE	B	Landrace	LR_EA
LR084	0.08698193570957513	FT	A	Landrace	LR_EA
LR084	0.0716388357177112	FT	B	Landrace	LR_EA
LR084	0.056617806496555616	WE	A	Landrace	LR_EA
LR084	0.049170009779246314	WE	B	Landrace	LR_EA
LR085	0.060862880385319756	AT	D	Landrace	LR_EA
LR085	0.06935288349214686	DE	A	Landrace	LR_EA
LR085	0.08946232967388203	DE	B	Landrace	LR_EA
LR085	0.06828575135396875	FT	A	Landrace	LR_EA
LR085	0.05662047679124524	FT	B	Landrace	LR_EA
LR085	0.09952513643630703	WE	A	Landrace	LR_EA
LR085	0.06960740257167879	WE	B	Landrace	LR_EA
LR086	0.06462653240283209	AT	D	Landrace	LR_EA
LR086	0.07913791286237894	DE	A	Landrace	LR_EA
LR086	0.09024703238364257	DE	B	Landrace	LR_EA
LR086	0.08090099129656658	FT	A	Landrace	LR_EA
LR086	0.05949018312256473	FT	B	Landrace	LR_EA
LR086	0.07602456513301915	WE	A	Landrace	LR_EA
LR086	0.06732591188768888	WE	B	Landrace	LR_EA
LR087	0.05624142745025494	AT	D	Landrace	LR_EA
LR087	0.05395437219031974	DE	A	Landrace	LR_EA
LR087	0.07192752716199347	DE	B	Landrace	LR_EA
LR087	0.06859598913792887	FT	A	Landrace	LR_EA
LR087	0.06318682616233623	FT	B	Landrace	LR_EA
LR087	0.07581222666327493	WE	A	Landrace	LR_EA
LR087	0.0547431964074146	WE	B	Landrace	LR_EA
LR088	0.06182057060217096	AT	D	Landrace	LR_EA
LR088	0.07052488720600023	DE	A	Landrace	LR_EA
LR088	0.08964223694453145	DE	B	Landrace	LR_EA
LR088	0.06975702685209544	FT	A	Landrace	LR_EA
LR088	0.07000151954432786	FT	B	Landrace	LR_EA
LR088	0.09469918044495718	WE	A	Landrace	LR_EA
LR088	0.06028424716536965	WE	B	Landrace	LR_EA
LR089	0.05187168008027747	AT	D	Landrace	LR_EA
LR089	0.0972052826446391	DE	A	Landrace	LR_EA
LR089	0.10559358196705958	DE	B	Landrace	LR_EA
LR089	0.09521392158245265	FT	A	Landrace	LR_EA
LR089	0.09975416425975353	FT	B	Landrace	LR_EA
LR089	0.07384816121770091	WE	A	Landrace	LR_EA
LR089	0.05071806026380847	WE	B	Landrace	LR_EA
LR090	0.05343175959950841	AT	D	Landrace	LR_EA
LR090	0.07044760207821342	DE	A	Landrace	LR_EA
LR090	0.07652623231852065	DE	B	Landrace	LR_EA
LR090	0.06893650027737734	FT	A	Landrace	LR_EA
LR090	0.06743575526085428	FT	B	Landrace	LR_EA
LR090	0.06689030882605852	WE	A	Landrace	LR_EA
LR090	0.05636670058369528	WE	B	Landrace	LR_EA
LR091	0.059072813535952486	AT	D	Landrace	LR_EA
LR091	0.07899533339199664	DE	A	Landrace	LR_EA
LR091	0.09120335178317536	DE	B	Landrace	LR_EA
LR091	0.07072267147265043	FT	A	Landrace	LR_EA
LR091	0.07225152510919546	FT	B	Landrace	LR_EA
LR091	0.08515033360450439	WE	A	Landrace	LR_EA
LR091	0.06338665105305019	WE	B	Landrace	LR_EA
LR092	0.06000887378670363	AT	D	Landrace	LR_EA
LR092	0.08028854881045773	DE	A	Landrace	LR_EA
LR092	0.09145627855884789	DE	B	Landrace	LR_EA
LR092	0.07952000370031588	FT	A	Landrace	LR_EA
LR092	0.05832620514230831	FT	B	Landrace	LR_EA
LR092	0.07725396906987066	WE	A	Landrace	LR_EA
LR092	0.0674667095534012	WE	B	Landrace	LR_EA
LR093	0.06797655359644844	AT	D	Landrace	LR_EA
LR093	0.08174829693080223	DE	A	Landrace	LR_EA
LR093	0.09268078696345207	DE	B	Landrace	LR_EA
LR093	0.08298069762159702	FT	A	Landrace	LR_EA
LR093	0.06045142423229929	FT	B	Landrace	LR_EA
LR093	0.06943126217859515	WE	A	Landrace	LR_EA
LR093	0.06730218659948671	WE	B	Landrace	LR_EA
LR094	0.06564149937294886	AT	D	Landrace	LR_EA
LR094	0.068649122224261	DE	A	Landrace	LR_EA
LR094	0.07823623164157677	DE	B	Landrace	LR_EA
LR094	0.07403106977740379	FT	A	Landrace	LR_EA
LR094	0.06985017135692614	FT	B	Landrace	LR_EA
LR094	0.06678512134922822	WE	A	Landrace	LR_EA
LR094	0.05605278057584051	WE	B	Landrace	LR_EA
LR095	0.06123693261673028	AT	D	Landrace	LR_EA
LR095	0.07739875426430755	DE	A	Landrace	LR_EA
LR095	0.09387055673197861	DE	B	Landrace	LR_EA
LR095	0.07666333096305578	FT	A	Landrace	LR_EA
LR095	0.06775718941019448	FT	B	Landrace	LR_EA
LR095	0.07968858377327892	WE	A	Landrace	LR_EA
LR095	0.0648394735434526	WE	B	Landrace	LR_EA
LR096	0.06545496251535185	AT	D	Landrace	LR_EA
LR096	0.08365887532129283	DE	A	Landrace	LR_EA
LR096	0.09383127131353478	DE	B	Landrace	LR_EA
LR096	0.07982070641490549	FT	A	Landrace	LR_EA
LR096	0.06097631135870652	FT	B	Landrace	LR_EA
LR096	0.0704910307773651	WE	A	Landrace	LR_EA
LR096	0.0683686631303073	WE	B	Landrace	LR_EA
LR097	0.058957030044943494	AT	D	Landrace	LR_EA
LR097	0.08683926546791575	DE	A	Landrace	LR_EA
LR097	0.08656635189554797	DE	B	Landrace	LR_EA
LR097	0.0848296763235532	FT	A	Landrace	LR_EA
LR097	0.07421554904547419	FT	B	Landrace	LR_EA
LR097	0.06984781602731652	WE	A	Landrace	LR_EA
LR097	0.059527570986841485	WE	B	Landrace	LR_EA
LR098	0.05690410684097429	AT	D	Landrace	LR_EA
LR098	0.07772923256115732	DE	A	Landrace	LR_EA
LR098	0.09002553110423997	DE	B	Landrace	LR_EA
LR098	0.06955864460034496	FT	A	Landrace	LR_EA
LR098	0.0845616112138269	FT	B	Landrace	LR_EA
LR098	0.07797984307675779	WE	A	Landrace	LR_EA
LR098	0.05855666927250216	WE	B	Landrace	LR_EA
LR099	0.06320581174011813	AT	D	Landrace	LR_EA
LR099	0.07111575999235335	DE	A	Landrace	LR_EA
LR099	0.08978680567060789	DE	B	Landrace	LR_EA
LR099	0.06355840325868398	FT	A	Landrace	LR_EA
LR099	0.06880084511375983	FT	B	Landrace	LR_EA
LR099	0.0991325300977717	WE	A	Landrace	LR_EA
LR099	0.05915621592505468	WE	B	Landrace	LR_EA
LR100	0.06603011574345082	AT	D	Landrace	LR_EA
LR100	0.09420279469478732	DE	A	Landrace	LR_EA
LR100	0.09207927628328212	DE	B	Landrace	LR_EA
LR100	0.07124826166688236	FT	A	Landrace	LR_EA
LR100	0.0645126507335557	FT	B	Landrace	LR_EA
LR100	0.0771121268106565	WE	A	Landrace	LR_EA
LR100	0.06886275051574033	WE	B	Landrace	LR_EA
LR101	0.06026270044617119	AT	D	Landrace	LR_EA
LR101	0.07513045385728254	DE	A	Landrace	LR_EA
LR101	0.08841138034156275	DE	B	Landrace	LR_EA
LR101	0.08497812182709452	FT	A	Landrace	LR_EA
LR101	0.06385110623006805	FT	B	Landrace	LR_EA
LR101	0.07717266103869536	WE	A	Landrace	LR_EA
LR101	0.06840526477194885	WE	B	Landrace	LR_EA
LR102	0.05903926919887371	AT	D	Landrace	LR_EA
LR102	0.06708699700551875	DE	A	Landrace	LR_EA
LR102	0.08261192066057733	DE	B	Landrace	LR_EA
LR102	0.06831670573013367	FT	A	Landrace	LR_EA
LR102	0.06355242839374646	FT	B	Landrace	LR_EA
LR102	0.09017470159395326	WE	A	Landrace	LR_EA
LR102	0.06291263530838515	WE	B	Landrace	LR_EA
LR103	0.05084355585307082	AT	D	Landrace	LR_EA
LR103	0.08979520085127217	DE	A	Landrace	LR_EA
LR103	0.1048021330097321	DE	B	Landrace	LR_EA
LR103	0.10409592104830184	FT	A	Landrace	LR_EA
LR103	0.09366557547670325	FT	B	Landrace	LR_EA
LR103	0.05923991908073321	WE	A	Landrace	LR_EA
LR103	0.05167371502866543	WE	B	Landrace	LR_EA
LR104	0.05704994571348454	AT	D	Landrace	LR_EA
LR104	0.05506815776498651	DE	A	Landrace	LR_EA
LR104	0.06743927206115015	DE	B	Landrace	LR_EA
LR104	0.06735624051842878	FT	A	Landrace	LR_EA
LR104	0.06070736356226563	FT	B	Landrace	LR_EA
LR104	0.06924430775378691	WE	A	Landrace	LR_EA
LR104	0.057109898595309974	WE	B	Landrace	LR_EA
LR105	0.04749906844738178	AT	D	Landrace	LR_EU
LR105	0.07396560991322926	DE	A	Landrace	LR_EU
LR105	0.10809380825018113	DE	B	Landrace	LR_EU
LR105	0.09305656830304102	FT	A	Landrace	LR_EU
LR105	0.08255229412514901	FT	B	Landrace	LR_EU
LR105	0.07503146581367846	WE	A	Landrace	LR_EU
LR105	0.050611356656166874	WE	B	Landrace	LR_EU
LR106	0.04666888419596804	AT	D	Landrace	LR_EU
LR106	0.07923726100139832	DE	A	Landrace	LR_EU
LR106	0.11103398193545662	DE	B	Landrace	LR_EU
LR106	0.1278107298013624	FT	A	Landrace	LR_EU
LR106	0.11603811842977256	FT	B	Landrace	LR_EU
LR106	0.0669033985970629	WE	A	Landrace	LR_EU
LR106	0.03819277901036335	WE	B	Landrace	LR_EU
LR107	0.050129897716849545	AT	D	Landrace	LR_EU
LR107	0.07870219891136289	DE	A	Landrace	LR_EU
LR107	0.10697269513511345	DE	B	Landrace	LR_EU
LR107	0.09355260320914177	FT	A	Landrace	LR_EU
LR107	0.08140416121507099	FT	B	Landrace	LR_EU
LR107	0.07679052273454907	WE	A	Landrace	LR_EU
LR107	0.053728368689348986	WE	B	Landrace	LR_EU
LR108	0.04857422690629104	AT	D	Landrace	LR_EU
LR108	0.07430478056206852	DE	A	Landrace	LR_EU
LR108	0.10816364688535808	DE	B	Landrace	LR_EU
LR108	0.0906811339927692	FT	A	Landrace	LR_EU
LR108	0.08130132406384605	FT	B	Landrace	LR_EU
LR108	0.07448440525202983	WE	A	Landrace	LR_EU
LR108	0.05202180190934815	WE	B	Landrace	LR_EU
LR109	0.04880100667470031	AT	D	Landrace	LR_EU
LR109	0.07791486090323482	DE	A	Landrace	LR_EU
LR109	0.0953640066747983	DE	B	Landrace	LR_EU
LR109	0.11751721060675678	FT	A	Landrace	LR_EU
LR109	0.09598100595693791	FT	B	Landrace	LR_EU
LR109	0.06822802813435086	WE	A	Landrace	LR_EU
LR109	0.050922079983623615	WE	B	Landrace	LR_EU
LR110	0.041566423928899594	AT	D	Landrace	LR_EU
LR110	0.04718858293531727	DE	A	Landrace	LR_EU
LR110	0.06002095121162611	DE	B	Landrace	LR_EU
LR110	0.1116958630439624	FT	A	Landrace	LR_EU
LR110	0.09587722620681195	FT	B	Landrace	LR_EU
LR110	0.05761196950732841	WE	A	Landrace	LR_EU
LR110	0.0389852360617379	WE	B	Landrace	LR_EU
LR111	0.04824751567695984	AT	D	Landrace	LR_EU
LR111	0.07538276615533653	DE	A	Landrace	LR_EU
LR111	0.09354837129964673	DE	B	Landrace	LR_EU
LR111	0.11743049022070357	FT	A	Landrace	LR_EU
LR111	0.09784900124556012	FT	B	Landrace	LR_EU
LR111	0.0693912064399644	WE	A	Landrace	LR_EU
LR111	0.04787088305389748	WE	B	Landrace	LR_EU
LR112	0.04974994550649233	AT	D	Landrace	LR_EU
LR112	0.08877479668827433	DE	A	Landrace	LR_EU
LR112	0.09839667784487982	DE	B	Landrace	LR_EU
LR112	0.11118574828356102	FT	A	Landrace	LR_EU
LR112	0.09180028598559888	FT	B	Landrace	LR_EU
LR112	0.052467561186893136	WE	A	Landrace	LR_EU
LR112	0.05012392692543989	WE	B	Landrace	LR_EU
LR113	0.04719967003032381	AT	D	Landrace	LR_EU
LR113	0.07280943909159562	DE	A	Landrace	LR_EU
LR113	0.09048344516828144	DE	B	Landrace	LR_EU
LR113	0.1543032551913086	FT	A	Landrace	LR_EU
LR113	0.12763779113800086	FT	B	Landrace	LR_EU
LR113	0.05436744263870786	WE	A	Landrace	LR_EU
LR113	0.037663219112391504	WE	B	Landrace	LR_EU
LR114	0.048392488283039915	AT	D	Landrace	LR_EU
LR114	0.07576586740096884	DE	A	Landrace	LR_EU
LR114	0.10922224419400911	DE	B	Landrace	LR_EU
LR114	0.1303943111710189	FT	A	Landrace	LR_EU
LR114	0.09582343910146851	FT	B	Landrace	LR_EU
LR114	0.06577578561640059	WE	A	Landrace	LR_EU
LR114	0.05061283811004533	WE	B	Landrace	LR_EU
LR115	0.05141066504740896	AT	D	Landrace	LR_EU
LR115	0.08094413716326061	DE	A	Landrace	LR_EU
LR115	0.09312734754210784	DE	B	Landrace	LR_EU
LR115	0.08185002314084647	FT	A	Landrace	LR_EU
LR115	0.08932796568332355	FT	B	Landrace	LR_EU
LR115	0.08441571316717159	WE	A	Landrace	LR_EU
LR115	0.05840191920609556	WE	B	Landrace	LR_EU
